date	open	high	low	close	volume
2002-04-03	1136.6	1136.9	1121.45	1123.5	
2002-04-04	1124.05	1149.65	1123.9	1145.9	
2002-04-05	1146.05	1153.3	1139.9	1141.95	
2002-04-08	1141.9	1147.9	1134.0	1135.25	
2002-04-09	1135.15	1137.45	1122.1	1126.7	
2002-04-10	1126.7	1140.25	1125.75	1138.5	
2002-04-11	1138.55	1150.2	1138.55	1143.6	
2002-04-12	1143.25	1151.55	1138.65	1146.5	
2002-04-15	1146.55	1152.55	1130.45	1134.15	
2002-04-16	1130.8	1133.5	1116.65	1118.75	
2002-04-17	1119.0	1136.6	1118.95	1125.1	
2002-04-18	1125.25	1135.0	1123.8	1129.0	
2002-04-19	1125.55	1127.05	1097.6	1100.3	
2002-04-22	1100.5	1107.2	1088.05	1104.15	
2002-04-23	1104.0	1108.8	1095.0	1106.0	
2002-04-24	1106.25	1116.85	1105.7	1110.6	
2002-04-25	1110.65	1113.85	1089.0	1094.3	
2002-04-26	1094.25	1103.35	1094.1	1097.4	
2002-04-29	1097.55	1098.65	1073.3	1074.2	
2002-04-30	1074.25	1085.75	1073.4	1084.5	
2002-05-02	1084.8	1101.1	1084.8	1093.3	
2002-05-03	1093.4	1098.6	1091.5	1096.95	
2002-05-06	1096.95	1102.05	1096.25	1100.95	
2002-05-07	1100.9	1111.85	1096.65	1110.7	
2002-05-08	1110.7	1122.7	1110.7	1117.6	
2002-05-09	1117.7	1136.55	1117.7	1127.6	
2002-05-10	1127.05	1127.3	1111.15	1116.4	
2002-05-13	1116.8	1121.95	1114.2	1119.65	
2002-05-14	1119.95	1125.95	1111.45	1115.1	
2002-05-15	1115.15	1121.5	1102.65	1107.8	
2002-05-16	1108.25	1111.25	1089.85	1092.8	
2002-05-17	1092.8	1099.75	1079.95	1090.65	
2002-05-20	1091.7	1097.95	1071.35	1074.35	
2002-05-21	1074.75	1074.85	1028.25	1049.2	
2002-05-22	1049.5	1050.9	1035.5	1045.3	
2002-05-23	1045.2	1045.35	1024.3	1026.75	
2002-05-24	1026.9	1069.2	1026.9	1067.0	
2002-05-27	1067.0	1071.5	1054.1	1062.7	
2002-05-28	1061.9	1062.3	1034.1	1038.2	
2002-05-29	1038.2	1047.95	1026.5	1041.65	
2002-05-30	1041.4	1049.95	1030.1	1032.15	
2002-05-31	1032.5	1037.7	1020.1	1028.8	
2002-06-03	1029.25	1047.25	1029.25	1039.75	
2002-06-04	1040.15	1047.4	1036.55	1045.4	
2002-06-05	1045.55	1067.5	1045.0	1064.2	
2002-06-06	1064.15	1072.0	1055.5	1064.35	
2002-06-07	1063.75	1063.75	1044.35	1048.8	
2002-06-10	1049.95	1072.5	1049.95	1069.9	
2002-06-11	1070.95	1099.5	1070.55	1097.05	
2002-06-12	1097.15	1100.45	1088.5	1092.8	
2002-06-13	1093.0	1102.05	1080.8	1082.85	
2002-06-14	1081.75	1087.6	1079.45	1085.7	
2002-06-17	1085.8	1097.55	1085.7	1088.9	
2002-06-18	1088.9	1097.4	1073.75	1074.95	
2002-06-19	1074.7	1079.2	1056.45	1062.9	
2002-06-20	1063.1	1074.0	1056.25	1070.05	
2002-06-21	1069.5	1069.8	1058.95	1062.55	
2002-06-24	1065.6	1065.6	1054.45	1061.85	
2002-06-25	1061.9	1063.3	1048.55	1055.4	
2002-06-26	1055.35	1061.05	1042.2	1044.2	
2002-06-27	1044.5	1053.7	1044.0	1048.55	
2002-06-28	1049.4	1068.9	1049.4	1057.8	
2002-07-01	1058.0	1070.15	1058.0	1068.95	
2002-07-02	1067.9	1071.7	1064.95	1068.05	
2002-07-03	1067.8	1074.0	1065.55	1069.9	
2002-07-04	1069.95	1078.55	1068.4	1070.55	
2002-07-05	1071.0	1076.2	1067.45	1073.8	
2002-07-08	1074.0	1085.3	1072.9	1082.05	
2002-07-09	1081.9	1083.65	1077.55	1080.3	
2002-07-10	1081.55	1087.4	1069.45	1071.7	
2002-07-11	1070.95	1070.95	1055.3	1056.6	
2002-07-12	1057.1	1064.9	1054.9	1058.25	
2002-07-15	1057.95	1058.45	1043.3	1048.0	
2002-07-16	1047.9	1051.85	1033.95	1035.95	
2002-07-17	1035.95	1037.5	1025.0	1032.55	
2002-07-18	1032.55	1044.0	1032.55	1041.3	
2002-07-19	1041.35	1041.5	1032.25	1035.9	
2002-07-22	1035.2	1035.2	1009.0	1012.0	
2002-07-23	1012.05	1023.65	1005.75	1021.9	
2002-07-24	1021.8	1022.2	1001.9	1004.05	
2002-07-25	1004.2	1021.3	997.85	1001.55	
2002-07-26	1001.05	1001.05	972.55	973.5	
2002-07-29	973.0	977.95	953.15	971.65	
2002-07-30	973.0	987.5	956.8	960.65	
2002-07-31	960.3	964.1	943.6	958.9	
2002-08-01	959.2	972.05	954.15	957.7	
2002-08-02	957.55	957.55	935.55	954.75	
2002-08-05	954.9	966.5	953.9	963.25	
2002-08-06	963.3	969.55	955.4	966.65	
2002-08-07	967.7	978.6	966.55	969.1	
2002-08-08	969.15	971.75	951.2	953.55	
2002-08-09	953.8	963.85	948.0	961.95	
2002-08-12	961.15	971.55	961.15	969.85	
2002-08-13	970.4	977.2	969.9	976.05	
2002-08-14	976.05	976.25	967.25	969.65	
2002-08-16	970.75	981.2	968.35	979.25	
2002-08-19	979.4	983.55	978.2	979.85	
2002-08-20	979.75	990.85	979.05	988.55	
2002-08-21	988.6	994.25	984.35	988.45	
2002-08-22	988.55	995.3	983.45	985.7	
2002-08-23	985.75	996.4	984.7	995.2	
2002-08-26	992.4	1001.45	986.15	998.85	
2002-08-27	998.85	1003.3	985.7	987.7	
2002-08-28	987.35	988.1	981.1	985.7	
2002-08-29	985.85	989.4	981.45	987.25	
2002-08-30	987.65	1012.75	986.7	1010.6	
2002-09-02	1010.9	1024.65	1010.85	1013.5	
2002-09-03	1013.65	1014.8	999.4	1001.1	
2002-09-04	1000.7	1008.8	990.85	1006.95	
2002-09-05	1006.9	1013.45	1004.2	1008.6	
2002-09-06	1008.45	1008.45	992.7	995.2	
2002-09-09	992.05	1005.85	985.25	998.55	
2002-09-11	998.6	1002.35	993.35	998.85	
2002-09-12	998.95	1005.15	998.8	1001.65	
2002-09-13	1001.4	1001.4	989.85	992.0	
2002-09-16	991.75	997.0	983.55	985.75	
2002-09-17	985.75	996.8	985.75	994.9	
2002-09-18	994.15	994.15	981.6	983.6	
2002-09-19	983.45	985.25	970.8	976.05	
2002-09-20	975.6	975.6	960.7	969.6	
2002-09-23	969.85	974.75	967.35	970.3	
2002-09-24	969.95	969.95	960.2	966.2	
2002-09-25	964.65	971.85	960.5	970.05	
2002-09-26	970.1	976.25	968.25	969.9	
2002-09-27	969.95	978.0	969.25	976.45	
2002-09-30	976.15	976.15	961.55	963.15	
2002-10-01	961.15	964.2	950.3	955.2	
2002-10-03	955.35	957.9	945.8	948.2	
2002-10-04	948.1	951.8	944.5	948.2	
2002-10-07	947.8	956.35	946.25	954.75	
2002-10-08	954.8	963.15	952.5	960.8	
2002-10-09	960.85	968.75	952.95	954.75	
